catalogNumber,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,dateIdentified,country,stateProvince,verbatimLocality,AnnotatorLocality
JHFN1-94-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,gasteropods,gasteropods,'1906-07-03,United States of America,Colorado,cache la Poudre,Cache La Poudre
JHFN1-94-D,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Viviparus,Viviparus,'1906-07-03,United States of America,Colorado,cache la Poudre,Cache La Poudre
JHFN1-95-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Cardium speciosum,Cardium speciosum,'1906-07-04,United States of America,Colorado,Little Thompson,Little Thompson Creek
JHFN1-95-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,shark,shark,'1906-07-04,United States of America,Colorado,Little Thompson,Little Thompson Creek
JHFN1-95-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,mollusks,mollusks,'1906-07-04,United States of America,Colorado,Little Thompson,Little Thompson Creek
JHFN1-96-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Ostrea glabra,Ostrea glabra,'1906-07-04,United States of America,Colorado,Little Thompson,Little Thompson Creek
JHFN1-96-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Cardium speciosum,Cardium speciosum,'1906-07-04,United States of America,Colorado,Little Thompson,Little Thompson Creek
JHFN1-96-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,mollusks,mollusks,'1906-07-05,United States of America,Colorado,Little Thompson,Little Thompson Creek
JHFN1-96-D,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Physas,Physas,'1906-07-05,United States of America,Colorado,Little Thompson,Little Thompson Creek
JHFN1-96-E,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Planorbis parvus,Planorbis parvus,'1906-07-05,United States of America,Colorado,Little Thompson,Little Thompson Creek
JHFN1-96-F,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Ostrea sp.,Ostrea,'1906-07-05,United States of America,Colorado,St. Vrain,St. Vrain Creek
JHFN1-97-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,fucoids,fucoids,'1906-07-05,United States of America,Colorado,White Rocks,White Rocks
JHFN1-98-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,mollusca,mollusca,'1906-08-31,United States of America,Colorado,Gold Miner Hotel,"Gold Miner Hotel, Colorado"
JHFN1-98-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Zonitoides arboreus,Zonitoides arboreus,'1906-08-31,United States of America,Colorado,Gold Miner Hotel,"Gold Miner Hotel, Colorado"
JHFN1-98-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,quaking aspens,Populus tremuloides,'1906-08-31,United States of America,Colorado,Gold Miner Hotel,"Gold Miner Hotel, Colorado"
JHFN1-98-D,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Vitrina pfeifferi,Vitrina pfeifferi,'1906-08-31,United States of America,Colorado,Gold Miner Hotel,"Gold Miner Hotel, Colorado"
JHFN1-98-E,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Vallonia cyalophorella,Vallonia cyalophorella,'1906-08-31,United States of America,Colorado,Gold Miner Hotel,"Gold Miner Hotel, Colorado"
JHFN1-98-F,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Agriolimax,Agriolimax,'1906-08-31,United States of America,Colorado,Gold Miner Hotel,"Gold Miner Hotel, Colorado"
JHFN1-98-G,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,campestris,Agriolimax campestris,'1906-08-31,United States of America,Colorado,Gold Miner Hotel,"Gold Miner Hotel, Colorado"
JHFN1-98-H,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Pisidium sp.,Pisidium,'1906-08-31,United States of America,Colorado,Hessie,"Hessie, Colorado"
JHFN1-101-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Ficus,Ficus,'1907-02-09,United States of America,Colorado,Marshall Station,"Marshall, Colorado"
JHFN1-102-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Baculites ovatus,Baculites ovatus,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-102-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus sp.,Inoceramus,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-103-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Baculites,Baculites,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-103-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,ovatus,Baculites ovatus,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-103-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,compressus,Baculites compressus,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-103-D,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus barabini,Inoceramus barabini,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-103-E,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Scaphites nodosus,Scaphites nodosus,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-103-F,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus vanuxemi,Inoceramus vanuxemi,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-103-G,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,I. Sagensis,Inoceramus sagensis,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-104-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus barabini,Inoceramus barabini,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-104-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Eudoceras,Eudoceras,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-104-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,I. sagensis,Inoceramus sagensis,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-104-D,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,I. vanuxemi,Inoceramus vanuxemi,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-104-E,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Ostrea inornata,Ostrea inornata,'1907-02-12,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-105-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Ostrea,Ostrea,'1907-02-17,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-105-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus,Inoceramus,'1907-02-17,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-105-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,O. congesta,Ostrea congesta,'1907-02-17,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-106-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Heteroceras sp.,Heteroceras,'1907-02-22,United States of America,Colorado,Four Mile Mesa,"Four Mile Mesa, Colorado"
JHFN1-106-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Ancycloceras tricostatus,Ancycloceras tricostatus,'1907-02-22,United States of America,Colorado,Four Mile Mesa,"Four Mile Mesa, Colorado"
JHFN1-106-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Lucina occidentalis,Lucina occidentalis,'1907-02-22,United States of America,Colorado,Four Mile Mesa,"Four Mile Mesa, Colorado"
JHFN1-106-D,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus barabini,Inoceramus barabini,'1907-02-22,United States of America,Colorado,Four Mile Mesa,"Four Mile Mesa, Colorado"
JHFN1-106-E,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,sagensis,Inoceramus sagensis,'1907-02-22,United States of America,Colorado,Four Mile Mesa,"Four Mile Mesa, Colorado"
JHFN1-106-F,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,I. vanuxemi,Inoceramus venuxemi,'1907-02-23,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-106-G,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,I barabini,Inoceramus barabini,'1907-02-23,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-106-H,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,I. sagensis,Inoceramus sagensis,'1907-02-23,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-106-I,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,B. cf. compressus,Baculites cf. compressus,'1907-02-23,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-107-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,I. sagensis,Inoceramus sagensis,'1907-02-23,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-107-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,I. barabini,Inoceramus barabini,'1907-02-23,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-107-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,sagensis,Inoceramus sagensis,'1907-02-23,United States of America,Colorado,Boulder,"Boulder, Colorado"
JHFN1-112-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Pupilla muscorum,Pupilla muscorum,'1907-03-02,United States of America,Colorado,Green Mt. Creek,"Green Mountain Creek, Colorado"
JHFN1-112-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Vallonia gracillicosta,Vallonia gracillicosta,'1907-03-02,United States of America,Colorado,Green Mt. Creek,"Green Mountain Creek, Colorado"
JHFN1-112-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Succinea grosvenori,Succinea grosvenori,'1907-03-02,United States of America,Colorado,Green Mt. Creek,"Green Mountain Creek, Colorado"
JHFN1-112-D,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Lymnaea sp.,Lymnaea,'1907-03-02,United States of America,Colorado,Green Mt. Creek,"Green Mountain Creek, Colorado"
JHFN1-112-E,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Planorbis parvus,Planorbis parvus,'1907-03-02,United States of America,Colorado,Green Mt. Creek,"Green Mountain Creek, Colorado"
JHFN1-112-F,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Succinea grosvenori,Succinea grosvenori,'1907-03-02,United States of America,Colorado,Cheltenham schoolhouse,Cheltenham schoolhouse
JHFN1-113-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus sp.,Inoceramus,'1907-04-07,United States of America,Colorado,"Boulder, Colo.","Boulder, Colorado"
JHFN1-113-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Baculites sp.,Baculites,'1907-04-07,United States of America,Colorado,"Boulder, Colo.","Boulder, Colorado"
JHFN1-113-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,I. labiatus,Inoceramus labiatus,'1907-04-07,United States of America,Colorado,"Boulder, Colo.","Boulder, Colorado"
JHFN1-114-A,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus deformis ,Inoceramus deformis ,'1907-04-07,United States of America,Colorado,Left Hand,"Left Hand Creek, Colorado"
JHFN1-114-B,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Baculites ovatus,Baculites ovatus,'1907-04-07,United States of America,Colorado,Left Hand,"Left Hand Creek, Colorado"
JHFN1-114-C,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus barabini,Inoceramus barabini,'1907-04-07,United States of America,Colorado,Left Hand,"Left Hand Creek, Colorado"
JHFN1-114-D,http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Heteroceras sp.,Heteroceras,'1907-04-07,United States of America,Colorado,Left Hand,"Left Hand Creek, Colorado"
